SubNum,Group,TrialNum,Word,List,Type,NoList,Pleasantness,RT
37,young,1,MECHANICAL,,semantic,1,5,2.5840164879337
37,young,2,PODIUM,,semantic,1,4,5.96442916686647
37,young,3,LINGUISTICS,,semantic,1,3,8.78135093930177
37,young,4,HOUSECOAT,,semantic,1,2,11.0898845405318
37,young,5,INFERNO,,semantic,1,1,13.9735443361569
37,young,6,SCISSORS,,semantic,1,1,15.8486733380705
37,young,7,ANTIQUITY,,semantic,1,3,19.8573816178832
37,young,8,OPOSSUM,,semantic,1,1,23.0744139871094
37,young,9,PICCOLO,,semantic,1,1,25.182918852428
37,young,10,TRIBESMAN,,semantic,1,5,28.5248762501869
37,young,11,LOTTERY,GAMBLER,semantic,0,1,31.0334708848968
37,young,12,POKER,GAMBLER,semantic,0,1,33.8671071215067
37,young,13,FEUDAL,CASTLE,semantic,0,5,37.3174564940855
37,young,14,RODE,ROLE,phonetic,0,3,40.5927410675213
37,young,15,FAKE,FATE,phonetic,0,1,43.2513164293487
37,young,16,EXERTION,FITNESS,semantic,0,3,47.1099836125504
37,young,17,VEST,WEST,phonetic,0,3,49.9102452534717
37,young,18,PSYCHOTIC,LUNATIC,semantic,0,NA,NA
37,young,19,AEROBICS,FITNESS,semantic,0,3,55.7358004478738
37,young,20,FORTRESS,CASTLE,semantic,0,4,58.6777447455097
37,young,21,DUNGEON,CASTLE,semantic,0,5,61.8447608000133
37,young,22,ROBE,ROLE,phonetic,0,2,64.4783329847269
37,young,23,BETTOR,GAMBLER,semantic,0,5,67.4369165867101
37,young,24,RANTING,LUNATIC,semantic,0,3,70.7956319146324
37,young,25,COG,COP,phonetic,0,5,73.3208471389953
37,young,26,COD,COP,phonetic,0,3,76.7961713147815
37,young,27,POLE,ROLE,phonetic,0,3,79.5464359589387
37,young,28,RATTLE,INFANT,semantic,0,2,82.4216887180228
37,young,29,JACKPOT,GAMBLER,semantic,0,1,85.1053043836728
37,young,30,TOWERS,CASTLE,semantic,0,2,88.5639753704891
37,young,31,MATE,FATE,phonetic,0,3,91.1725154009182
37,young,32,WEPT,WEST,phonetic,0,5,94.1311343191192
37,young,33,SWEATING,FITNESS,semantic,0,5,96.7730930149555
37,young,34,NOON,BOON,phonetic,0,2,99.9817089899443
37,young,35,COMIC,COMEDIAN,semantic,0,3,103.156998664839
37,young,36,WEIGHTLESSNESS,ASTRONAUT,semantic,0,5,106.432323685847
37,young,37,SAT,CAT,phonetic,0,2,109.382602879079
37,young,38,WINGS,BUTTERFLY,semantic,0,5,112.282900168095
37,young,39,SEAL,TEAL,phonetic,0,3,115.433180025313
37,young,40,GRAVITY,ASTRONAUT,semantic,0,1,118.000091157621
37,young,41,COCOON,BUTTERFLY,semantic,0,1,120.992071692133
37,young,42,LAMPOON,COMEDIAN,semantic,0,3,124.025714629795
37,young,43,CATERPILLAR,BUTTERFLY,semantic,0,1,126.942613492021
37,young,44,DERANGED,LUNATIC,semantic,0,5,130.317978688981
37,young,45,DRAGONFLY,BUTTERFLY,semantic,0,1,133.184887798969
37,young,46,CAMOUFLAGE,BUTTERFLY,semantic,0,3,136.618544742232
37,young,47,CAP,CAT,phonetic,0,2,139.568839027779
37,young,48,LEST,WEST,phonetic,0,2,142.335793686332
37,young,49,REAL,TEAL,phonetic,0,1,145.119365010876
37,young,50,MOLE,ROLE,phonetic,0,5,148.344752800884
37,young,51,VEAL,TEAL,phonetic,0,2,151.528342356905
37,young,52,LIP,SIP,phonetic,0,4,153.811905380571
37,young,53,STAKES,GAMBLER,semantic,0,4,156.928838412045
37,young,54,BUT,BUN,phonetic,0,5,160.262555392692
37,young,55,FACE,FATE,phonetic,0,1,162.729495774023
37,young,56,WENT,WEST,phonetic,0,3,166.188087073155
37,young,57,CASINO,GAMBLER,semantic,0,1,168.72164745559
37,young,58,CRADLE,INFANT,semantic,0,1,172.280351373833
37,young,59,TIP,SIP,phonetic,0,4,175.80569397728
37,young,60,COURTYARD,CASTLE,semantic,0,2,178.547586900881
37,young,61,INSANITY,LUNATIC,semantic,0,5,181.239538971102
37,young,62,SLIGHT,BUTTERFLY,semantic,0,2,184.073209618218
37,young,63,TEAM,TEAL,phonetic,0,1,187.048442485509
37,young,64,NEST,WEST,phonetic,0,3,189.640352267306
37,young,65,HEAL,TEAL,phonetic,0,4,192.923976263963
37,young,66,LATE,FATE,phonetic,0,5,196.782714985078
37,young,67,MANSION,CASTLE,semantic,0,1,199.074596000602
37,young,68,WORKOUT,FITNESS,semantic,0,1,202.783305699239
37,young,69,FIRE,MIRE,phonetic,0,5,205.616902695736
37,young,70,PSYCHOPATH,LUNATIC,semantic,0,5,207.867152700201
37,young,71,BOOT,BOON,phonetic,0,2,211.084089383949
37,young,72,TEST,WEST,phonetic,0,3,213.967713259859
37,young,73,RUN,BUN,phonetic,0,1,216.684635002166
37,young,74,STRONGHOLD,CASTLE,semantic,0,5,220.318287478294
37,young,75,TONING,FITNESS,semantic,0,5,222.976908720564
37,young,76,TEAT,TEAL,phonetic,0,3,225.818848460447
37,young,77,DIP,SIP,phonetic,0,1,228.852452157997
37,young,78,PRECIOUS,DIAMOND,semantic,0,1,231.786090235924
37,young,79,DOLE,ROLE,phonetic,0,5,235.878129660618
37,young,80,WAGER,GAMBLER,semantic,0,2,238.386744820746
37,young,81,NIP,SIP,phonetic,0,5,241.053670773748
37,young,82,BLACKJACK,GAMBLER,semantic,0,1,244.203959686449
37,young,83,THRONE,CASTLE,semantic,0,1,246.854216150707
37,young,84,SIT,SIP,phonetic,0,4,250.029540235875
37,young,85,METAMORPHOSIS,BUTTERFLY,semantic,0,5,253.271475267131
37,young,86,ASYLUM,LUNATIC,semantic,0,5,256.055104847997
37,young,87,HATE,FATE,phonetic,0,5,259.072050526738
37,young,88,GATE,FATE,phonetic,0,3,262.514042365365
37,young,89,HOLE,ROLE,phonetic,0,4,265.589371853741
37,young,90,FRAGILE,BUTTERFLY,semantic,0,2,269.53974643047
37,young,91,FAME,FATE,phonetic,0,1,270.889878141461
37,young,92,BICEPS,FITNESS,semantic,0,1,274.790254815947
37,young,93,REST,WEST,phonetic,0,3,277.173814549576
37,young,94,RATE,FATE,phonetic,0,4,280.34910452622
37,young,95,GLACIERS,DINOSAUR,semantic,0,3,283.40773222805
37,young,96,RIP,SIP,phonetic,0,5,285.966329292394
37,young,97,SIX,SIP,phonetic,0,2,289.133298560511
37,young,98,SKELETONS,DINOSAUR,semantic,0,5,292.141931378748
37,young,99,MIME,MIRE,phonetic,0,1,295.100520414067
37,young,100,HALLUCINATION,LUNATIC,semantic,0,5,298.55086435331
37,young,101,SIN,SIP,phonetic,0,5,300.942799127894
37,young,102,BARBELLS,FITNESS,semantic,0,4,304.209783216473
37,young,103,TEAS,TEAL,phonetic,0,5,307.285044487566
37,young,104,PEST,WEST,phonetic,0,5,310.035308226245
37,young,105,BRILLIANCE,DIAMOND,semantic,0,1,312.885581050534
37,young,106,ROTE,ROLE,phonetic,0,4,316.485952201299
37,young,107,MADMAN,LUNATIC,semantic,0,5,318.994553476572
37,young,108,PHYSIQUE,FITNESS,semantic,0,3,322.319897227222
37,young,109,ROPE,ROLE,phonetic,0,2,325.278454870451
37,young,110,DEAL,TEAL,phonetic,0,4,328.112077523954
37,young,111,UNFORMED,,semantic,1,5,331.062368187122
37,young,112,CONVENIENCE,,semantic,1,4,334.579347220017
37,young,113,THESAURUS,,semantic,1,1,337.304642494069
37,young,114,INDUSTRY,,semantic,1,4,340.554942907067
37,young,115,TORTILLA,,semantic,1,4,343.380261755316
37,young,116,SCHOOLYARD,,semantic,1,1,346.247152452823
37,young,117,BIOLOGIST,,semantic,1,3,349.380790892756
37,young,118,ATTIC,,semantic,1,4,352.564426933182
37,young,119,TRIPLICATE,,semantic,1,4,355.314716328867
37,young,120,CANVAS,,semantic,1,2,358.098331722897
