SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Pleasantness,RT,Credit,Lab
29,young,CC3,1,INFERNO,,semantic,1,3#,2.92882113927044,y,y
29,young,CC3,2,THICKET,,semantic,1,,NA,y,y
29,young,CC3,3,INDUSTRY,,semantic,1,3#,7.92591438884847,y,y
29,young,CC3,4,LINGUISTICS,,semantic,1,3#,10.4344278774224,y,y
29,young,CC3,5,SCISSORS,,semantic,1,3#,13.1513022424188,y,y
29,young,CC3,6,JASMINE,,semantic,1,3#,17.0182597048115,y,y
29,young,CC3,7,ATTIC,,semantic,1,3#,19.1517426315695,y,y
29,young,CC3,8,PURPLE,,semantic,1,3#,21.8186275309417,y,y
29,young,CC3,9,TORTILLA,,semantic,1,3#,25.0938518156763,y,y
29,young,CC3,10,HONEYCOMB,,semantic,1,3#,27.9523987181019,y,y
29,young,CC3,11,ROSE,ROLE,phonetic,0,3#,30.6609639425296,y,y
29,young,CC3,12,STORK,INFANT,semantic,0,3#,34.2361968597397,y,y
29,young,CC3,13,SIN,SIP,phonetic,0,3#,36.6280533708632,y,y
29,young,CC3,14,GLITTERING,DIAMOND,semantic,0,3#,40.4866712065414,y,y
29,young,CC3,15,MIME,MIRE,phonetic,0,3#,43.328540364746,y,y
29,young,CC3,16,ASSAILANT,ROBBERY,semantic,0,3#,46.4871269897558,y,y
29,young,CC3,17,DIRE,MIRE,phonetic,0,3#,49.3790203256067,y,y
29,young,CC3,18,BUT,BUN,phonetic,0,3#,52.0708936189767,y,y
29,young,CC3,19,BUS,BUN,phonetic,0,3#,54.8960974086076,y,y
29,young,CC3,20,SIS,SIP,phonetic,0,3#,58.0213261302561,y,y
29,young,CC3,21,EMERALD,DIAMOND,semantic,0,3#,61.0048735609744,y,y
29,young,CC3,22,TEETHING,INFANT,semantic,0,3#,64.2051139490213,y,y
29,young,CC3,23,REAL,TEAL,phonetic,0,3#,66.9969987727236,y,y
29,young,CC3,24,MEAL,TEAL,phonetic,0,3#,70.1639247226994,y,y
29,young,CC3,25,BANDIT,ROBBERY,semantic,0,3,73.9558949682396,y,y
29,young,CC3,26,LIP,SIP,phonetic,0,3,76.339370801812,y,y
29,young,CC3,27,HEAL,TEAL,phonetic,0,3,78.8645587142091,y,y
29,young,CC3,28,BRILLIANCE,DIAMOND,semantic,0,3,81.8481206335127,y,y
29,young,CC3,29,TIRE,MIRE,phonetic,0,3,85.0233584407251,y,y
29,young,CC3,30,NEST,WEST,phonetic,0,3,87.8069030342158,y,y
29,young,CC3,31,PRECIOUS,DIAMOND,semantic,0,3,90.6571290241554,y,y
29,young,CC3,32,HIP,SIP,phonetic,0,3,94.0073740303051,y,y
29,young,CC3,33,APPARITION,PHANTOM,semantic,0,3,96.8742659927811,y,y
29,young,CC3,34,ROULETTE,GAMBLER,semantic,0,3,100.391215396114,y,y
29,young,CC3,35,SWEATING,FITNESS,semantic,0,3,103.049735313747,y,y
29,young,CC3,36,WAGER,GAMBLER,semantic,0,3,105.94161868887,y,y
29,young,CC3,37,WIZARD,MAGICIAN,semantic,0,3,108.8085070292,y,y
29,young,CC3,38,PARANORMAL,PHANTOM,semantic,0,3,112.358776605222,y,y
29,young,CC3,39,HOLDUP,ROBBERY,semantic,0,3,115.367337181233,y,y
29,young,CC3,40,CON,COP,phonetic,0,3,118.250890286639,y,y
29,young,CC3,41,BARBELLS,FITNESS,semantic,0,3,121.084442456486,y,y
29,young,CC3,42,BLACKJACK,GAMBLER,semantic,0,2,125.468129882123,y,y
29,young,CC3,43,TEAS,TEAL,phonetic,0,4,128.618358165957,y,y
29,young,CC3,44,HAT,CAT,phonetic,0,1,131.676942919614,y,y
29,young,CC3,45,CASINO,GAMBLER,semantic,0,1,133.360393881332,y,y
29,young,CC3,46,GUN,BUN,phonetic,0,3,136.693973820657,y,y
29,young,CC3,47,POKER,GAMBLER,semantic,0,3,139.985899996944,y,y
29,young,CC3,48,BABBLE,INFANT,semantic,0,3,142.511091229739,y,y
29,young,CC3,49,CARAT,DIAMOND,semantic,0,3,145.811325943097,y,y
29,young,CC3,50,NIP,SIP,phonetic,0,3,148.71990456921,y,y
29,young,CC3,51,GLOOMY,PHANTOM,semantic,0,4,152.461892895168,y,y
29,young,CC3,52,BUD,BUN,phonetic,0,3,154.528683257289,y,y
29,young,CC3,53,STROLLER,INFANT,semantic,0,3,157.528926240979,y,y
29,young,CC3,54,RUBIES,DIAMOND,semantic,0,2,160.954176876694,y,y
29,young,CC3,55,DEAL,TEAL,phonetic,0,3,163.946066952543,y,y
29,young,CC3,56,GOON,BOON,phonetic,0,3,167.112996222917,y,y
29,young,CC3,57,MIKE,MIRE,phonetic,0,3,169.713166824542,y,y
29,young,CC3,58,RHINESTONES,DIAMOND,semantic,0,4,173.830168507062,y,y
29,young,CC3,59,TIP,SIP,phonetic,0,3,175.84700260614,y,y
29,young,CC3,60,FAKE,FATE,phonetic,0,4,178.888914143201,y,y
29,young,CC3,61,SIT,SIP,phonetic,0,3,181.605767982779,y,y
29,young,CC3,62,UNDERWORLD,PYRAMID,semantic,0,3,184.822699094424,y,y
29,young,CC3,63,WIRE,MIRE,phonetic,0,3,188.231271381956,y,y
29,young,CC3,64,MUGGING,ROBBERY,semantic,0,4,191.448178346036,y,y
29,young,CC3,65,CRADLE,INFANT,semantic,0,3,193.756689600879,y,y
29,young,CC3,66,HAUNTING,PHANTOM,semantic,0,3,196.881962693529,y,y
29,young,CC3,67,LOTTERY,GAMBLER,semantic,0,2,200.198889035964,y,y
29,young,CC3,68,HOLE,ROLE,phonetic,0,3,202.574069311842,y,y
29,young,CC3,69,DIAPERS,INFANT,semantic,0,3,205.199246116448,y,y
29,young,CC3,70,WALLET,ROBBERY,semantic,0,3,208.474494548514,y,y
29,young,CC3,71,FIRE,MIRE,phonetic,0,2,212.241455874406,y,y
29,young,CC3,72,BOP,COP,phonetic,0,3,215.033402576344,y,y
29,young,CC3,73,PUN,BUN,phonetic,0,3,217.925229506567,y,y
29,young,CC3,74,ARTIFACTS,DINOSAUR,semantic,0,3,220.733781208517,y,y
29,young,CC3,75,TEAT,TEAL,phonetic,0,3,224.342394063715,y,y
29,young,CC3,76,GHOUL,PHANTOM,semantic,0,3,227.2842958814,y,y
29,young,CC3,77,RATE,FATE,phonetic,0,3,230.101175739896,y,y
29,young,CC3,78,DERANGED,LUNATIC,semantic,0,3,232.368022667244,y,y
29,young,CC3,79,RUN,BUN,phonetic,0,3,235.318242680747,y,y
29,young,CC3,80,PSYCHOPATH,LUNATIC,semantic,0,3,238.601835569134,y,y
29,young,CC3,81,THEFT,ROBBERY,semantic,0,3,241.560396115063,y,y
29,young,CC3,82,VAULT,PYRAMID,semantic,0,3,244.377289858414,y,y
29,young,CC3,83,GHOST,PHANTOM,semantic,0,3,248.027557080146,y,y
29,young,CC3,84,BOOKIE,GAMBLER,semantic,0,3,250.986129397759,y,y
29,young,CC3,85,PRICELESS,DIAMOND,semantic,0,3,254.211362707661,y,y
29,young,CC3,86,ROPE,ROLE,phonetic,0,3,256.886623756727,y,y
29,young,CC3,87,PEAL,TEAL,phonetic,0,3,260.511872400064,y,y
29,young,CC3,88,MOLE,ROLE,phonetic,0,3,263.137077276129,y,y
29,young,CC3,89,BURGLARY,ROBBERY,semantic,0,4,266.295639150077,y,y
29,young,CC3,90,MILE,MIRE,phonetic,0,3,268.879178793402,y,y
29,young,CC3,91,BETTOR,GAMBLER,semantic,0,3,271.637718089391,y,y
29,young,CC3,92,MAMMOTH,DINOSAUR,semantic,0,3,275.113002863247,y,y
29,young,CC3,93,RAT,CAT,phonetic,0,3,277.454851194285,y,y
29,young,CC3,94,HIGHCHAIR,INFANT,semantic,0,3,281.013450436527,y,y
29,young,CC3,95,SIX,SIP,phonetic,0,3,283.672001142288,y,y
29,young,CC3,96,RATTLE,INFANT,semantic,0,3,286.480539261131,y,y
29,young,CC3,97,SUN,BUN,phonetic,0,3,289.364104742184,y,y
29,young,CC3,98,BOOTY,ROBBERY,semantic,0,3,292.531019825721,y,y
29,young,CC3,99,SOLE,ROLE,phonetic,0,3,295.989618705586,y,y
29,young,CC3,100,SEAL,TEAL,phonetic,0,2,299.731564471731,y,y
29,young,CC3,101,GOBLIN,PHANTOM,semantic,0,3,302.123417964205,y,y
29,young,CC3,102,REST,WEST,phonetic,0,3,304.615297173848,y,y
29,young,CC3,103,ROBE,ROLE,phonetic,0,3,307.890532626538,y,y
29,young,CC3,104,TOON,BOON,phonetic,0,3,311.557518945308,y,y
29,young,CC3,105,MICE,MIRE,phonetic,0,3,313.624311118387,y,y
29,young,CC3,106,NUN,BUN,phonetic,0,3,316.966246983968,y,y
29,young,CC3,107,SPELLS,MAGICIAN,semantic,0,3,320.099815936061,y,y
29,young,CC3,108,ROTE,ROLE,phonetic,0,3,323.375077951001,y,y
29,young,CC3,109,SPECTER,PHANTOM,semantic,0,3,325.750251888298,y,y
29,young,CC3,110,RODE,ROLE,phonetic,0,3,328.72549561155,y,y
29,young,CC3,111,GUTTER,,semantic,1,3,331.69238099386,y,y
29,young,CC3,112,MECHANICAL,,semantic,1,3,334.675957099767,y,y
29,young,CC3,113,ANTIQUITY,,semantic,1,3,338.184546954464,y,y
29,young,CC3,114,UNDERGROWTH,,semantic,1,3,340.959807762178,y,y
29,young,CC3,115,JARGON,,semantic,1,3,343.885019459995,y,y
29,young,CC3,116,STATIONER,,semantic,1,3,346.660215975018,y,y
29,young,CC3,117,DACHSHUND,,semantic,1,3,350.11047432269,y,y
29,young,CC3,118,WARMHEARTED,,semantic,1,3,352.944057883928,y,y
29,young,CC3,119,BISON,,semantic,1,3,355.802577016875,y,y
29,young,CC3,120,SYNOPSIS,,semantic,1,3,359.928000125568,y,y
