SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
92,young,cMAPLab-Behav,1,SYNOPSIS,,semantic,1,0,1,3.6869732149753,y,y
92,young,cMAPLab-Behav,2,UNDERGROWTH,,semantic,1,0,1,6.37754211393622,y,y
92,young,cMAPLab-Behav,3,HONEYCOMB,,semantic,1,0,1,7.33959584477998,y,y
92,young,cMAPLab-Behav,4,INDUSTRY,,semantic,1,0,1,9.203393490905,y,y
92,young,cMAPLab-Behav,5,SIT,SIP,phonetic,0,1,6,11.6332898412948,y,y
92,young,cMAPLab-Behav,6,HIP,SIP,phonetic,0,0,5,14.173455401844,y,y
92,young,cMAPLab-Behav,7,PULL,,phonetic,1,0,4,16.1825823152067,y,y
92,young,cMAPLab-Behav,8,REAL,TEAL,phonetic,0,1,6,17.5015465974211,y,y
92,young,cMAPLab-Behav,9,DEMENTED,LUNATIC,semantic,0,0,2,19.8314895189324,y,y
92,young,cMAPLab-Behav,10,COT,COP,phonetic,0,0,5,23.8196012673834,y,y
92,young,cMAPLab-Behav,11,SAT,CAT,phonetic,0,1,5,24.6412894683854,y,y
92,young,cMAPLab-Behav,12,BOOK,,phonetic,1,0,3,28.0833819785585,y,y
92,young,cMAPLab-Behav,13,FITNESS,CRITICAL,semantic,1,0,1,30.1676513315542,y,y
92,young,cMAPLab-Behav,14,DATE,FATE,phonetic,0,0,6,32.0222673250755,y,y
92,young,cMAPLab-Behav,15,COP,CRITICAL,phonetic,1,0,5,34.5122994373414,y,y
92,young,cMAPLab-Behav,16,FIRE,MIRE,phonetic,0,1,6,36.5615112991618,y,y
92,young,cMAPLab-Behav,17,PUN,BUN,phonetic,0,0,2,39.4824584249036,y,y
92,young,cMAPLab-Behav,18,CHATEAU,CASTLE,semantic,0,0,1,40.9554871600121,y,y
92,young,cMAPLab-Behav,19,PICCOLO,,semantic,1,0,1,42.8742913299466,y,y
92,young,cMAPLab-Behav,20,MANIAC,LUNATIC,semantic,0,0,1,44.0618724498672,y,y
92,young,cMAPLab-Behav,21,VANISH,MAGICIAN,semantic,0,1,6,47.1840987632786,y,y
92,young,cMAPLab-Behav,22,INFANT,CRITICAL,semantic,1,0,2,49.6291604497019,y,y
92,young,cMAPLab-Behav,23,CASINO,GAMBLER,semantic,0,1,6,51.3226506280698,y,y
92,young,cMAPLab-Behav,24,NOW,,phonetic,1,0,2,53.1765160952637,y,y
92,young,cMAPLab-Behav,25,CRADLE,INFANT,semantic,0,1,1,54.3639573735272,y,y
92,young,cMAPLab-Behav,26,LAWN,,phonetic,1,0,1,59.133673229815,y,y
92,young,cMAPLab-Behav,27,ROULETTE,GAMBLER,semantic,0,0,1,66.1737017284358,y,y
92,young,cMAPLab-Behav,28,TRIPLICATE,,semantic,1,0,1,67.1456068123007,y,y
92,young,cMAPLab-Behav,29,MEDIEVAL,CASTLE,semantic,0,0,1,68.1175221597696,y,y
92,young,cMAPLab-Behav,30,TEST,WEST,phonetic,0,1,6,69.1962085376981,y,y
92,young,cMAPLab-Behav,31,GAMBLER,CRITICAL,semantic,1,0,2,71.6699698378216,y,y
92,young,cMAPLab-Behav,32,SOLE,ROLE,phonetic,0,0,2,73.9858777031259,y,y
92,young,cMAPLab-Behav,33,TOY,,phonetic,1,0,3,75.5279022596624,y,y
92,young,cMAPLab-Behav,34,BUTTERFLY,CRITICAL,semantic,1,0,2,77.9631788788647,y,y
92,young,cMAPLab-Behav,35,ANTIQUITY,,semantic,1,0,2,79.2057528377809,y,y
92,young,cMAPLab-Behav,36,PAT,CAT,phonetic,0,0,5,80.7238730237732,y,y
92,young,cMAPLab-Behav,37,SCHOOLYARD,,semantic,1,0,6,82.1368669224867,y,y
92,young,cMAPLab-Behav,38,YAW,,phonetic,1,0,2,83.6449103837367,y,y
92,young,cMAPLab-Behav,39,MIRE,CRITICAL,phonetic,1,0,2,85.2180952539784,y,y
92,young,cMAPLab-Behav,40,SABLE,,semantic,1,0,2,86.4705492184912,y,y
92,young,cMAPLab-Behav,41,STATIONER,,semantic,1,0,2,87.7833502041394,y,y
92,young,cMAPLab-Behav,42,WOOD,,phonetic,1,0,2,89.4015893196884,y,y
92,young,cMAPLab-Behav,43,FOIL,,phonetic,1,0,2,90.3885164767271,y,y
92,young,cMAPLab-Behav,44,DRAGONFLY,BUTTERFLY,semantic,0,1,6,91.8566088440639,y,y
92,young,cMAPLab-Behav,45,BUN,CRITICAL,phonetic,1,0,2,93.5653011363938,y,y
92,young,cMAPLab-Behav,46,RAW,,phonetic,1,0,5,96.370967417748,y,y
92,young,cMAPLab-Behav,47,TEAL,CRITICAL,phonetic,1,0,5,98.7408263658399,y,y
92,young,cMAPLab-Behav,48,INVITATION,,semantic,1,0,3,100.494188873479,y,y
92,young,cMAPLab-Behav,49,POKER,GAMBLER,semantic,0,1,2,102.648530443785,y,y
92,young,cMAPLab-Behav,50,TRIBESMAN,,semantic,1,0,2,104.061363545974,y,y
92,young,cMAPLab-Behav,51,NOON,BOON,phonetic,0,1,6,106.406083924667,y,y
92,young,cMAPLab-Behav,52,SKELETONS,DINOSAUR,semantic,0,1,6,107.824510693183,y,y
92,young,cMAPLab-Behav,53,ROSE,ROLE,phonetic,0,0,4,109.117237772301,y,y
92,young,cMAPLab-Behav,54,SIS,SIP,phonetic,0,0,2,112.669452808572,y,y
92,young,cMAPLab-Behav,55,BOOM,BOON,phonetic,0,0,2,114.372899969596,y,y
92,young,cMAPLab-Behav,56,BOOKIE,GAMBLER,semantic,0,0,1,116.99816666303,y,y
92,young,cMAPLab-Behav,57,COIN,,phonetic,1,0,1,121.824451677436,y,y
92,young,cMAPLab-Behav,58,BAGEL,,semantic,1,0,1,122.636252602788,y,y
92,young,cMAPLab-Behav,59,MEAL,TEAL,phonetic,0,0,1,123.422630571269,y,y
92,young,cMAPLab-Behav,60,BUR,,phonetic,1,0,3,126.094302457408,y,y
92,young,cMAPLab-Behav,61,CONVENIENCE,,semantic,1,0,2,129.019189953295,y,y
92,young,cMAPLab-Behav,62,RABBIT,MAGICIAN,semantic,0,0,3,132.496463973239,y,y
92,young,cMAPLab-Behav,63,PRECIOUS,DIAMOND,semantic,0,1,3,137.026560079099,y,y
92,young,cMAPLab-Behav,64,TONING,FITNESS,semantic,0,1,4,138.514627565743,y,y
92,young,cMAPLab-Behav,65,ASYLUM,LUNATIC,semantic,0,1,6,139.791987457873,y,y
92,young,cMAPLab-Behav,66,MONARCH,BUTTERFLY,semantic,0,0,4,142.297120758616,y,y
92,young,cMAPLab-Behav,67,LOUD,,phonetic,1,0,3,144.501800194066,y,y
92,young,cMAPLab-Behav,68,WELT,WEST,phonetic,0,0,2,145.919726611697,y,y
92,young,cMAPLab-Behav,69,JOY,,phonetic,1,0,3,147.923752084262,y,y
92,young,cMAPLab-Behav,70,CONJURE,MAGICIAN,semantic,0,1,4,155.839968542041,y,y
92,young,cMAPLab-Behav,71,SORCERER,MAGICIAN,semantic,0,0,2,158.785961437061,y,y
92,young,cMAPLab-Behav,72,HIGHCHAIR,INFANT,semantic,0,0,3,161.336117764637,y,y
92,young,cMAPLab-Behav,73,HATE,FATE,phonetic,0,1,6,164.24699928454,y,y
92,young,cMAPLab-Behav,74,CAT,CRITICAL,phonetic,1,0,3,170.240624301059,y,y
92,young,cMAPLab-Behav,75,SEAL,TEAL,phonetic,0,1,6,171.262670103264,y,y
92,young,cMAPLab-Behav,76,PODIUM,,semantic,1,0,3,179.524454970346,y,y
92,young,cMAPLab-Behav,77,DIAMOND,CRITICAL,semantic,1,0,3,180.724402882533,y,y
92,young,cMAPLab-Behav,78,LUNATIC,CRITICAL,semantic,1,0,2,183.295139882284,y,y
92,young,cMAPLab-Behav,79,RHINESTONES,DIAMOND,semantic,0,0,1,186.090856451043,y,y
92,young,cMAPLab-Behav,80,MICE,MIRE,phonetic,0,0,1,188.616078626081,y,y
92,young,cMAPLab-Behav,81,DUNGEON,CASTLE,semantic,0,1,6,189.883690228919,y,y
92,young,cMAPLab-Behav,82,COMIC,COMEDIAN,semantic,0,1,6,191.111251095321,y,y
92,young,cMAPLab-Behav,83,HUMORIST,COMEDIAN,semantic,0,0,1,194.999220393445,y,y
92,young,cMAPLab-Behav,84,COON,BOON,phonetic,0,0,1,197.088830243774,y,y
92,young,cMAPLab-Behav,85,PERK,,phonetic,1,0,2,200.495847301463,y,y
92,young,cMAPLab-Behav,86,NUTRITION,FITNESS,semantic,0,0,4,204.053044464086,y,y
92,young,cMAPLab-Behav,87,METAMORPHOSIS,BUTTERFLY,semantic,0,1,6,206.037009714932,y,y
92,young,cMAPLab-Behav,88,SIP,CRITICAL,phonetic,1,0,6,207.299530140583,y,y
92,young,cMAPLab-Behav,89,BUS,BUN,phonetic,0,0,4,209.188346614013,y,y
92,young,cMAPLab-Behav,90,SIN,SIP,phonetic,0,1,6,210.24041774595,y,y
92,young,cMAPLab-Behav,91,WEST,CRITICAL,phonetic,1,0,3,211.575983414008,y,y
92,young,cMAPLab-Behav,92,FLUTTER,BUTTERFLY,semantic,0,0,2,213.001668691591,y,y
92,young,cMAPLab-Behav,93,MONOXIDE,,semantic,1,0,2,215.707149329937,y,y
92,young,cMAPLab-Behav,94,MIKE,MIRE,phonetic,0,0,1,217.330386394904,y,y
92,young,cMAPLab-Behav,95,PEAL,TEAL,phonetic,0,0,1,220.426458041729,y,y
92,young,cMAPLab-Behav,96,SLAPSTICK,COMEDIAN,semantic,0,0,1,222.808914713267,y,y
92,young,cMAPLab-Behav,97,NULL,,phonetic,1,0,1,223.740887519838,y,y
92,young,cMAPLab-Behav,98,AEROBICS,FITNESS,semantic,0,1,3,226.296062751699,y,y
92,young,cMAPLab-Behav,99,CAP,CAT,phonetic,0,1,6,228.686628101161,y,y
92,young,cMAPLab-Behav,100,GLACIERS,DINOSAUR,semantic,0,1,6,231.467255027994,y,y
92,young,cMAPLab-Behav,101,STROLLER,INFANT,semantic,0,0,4,233.566394638292,y,y
92,young,cMAPLab-Behav,102,BUT,BUN,phonetic,0,1,6,235.430217515786,y,y
92,young,cMAPLab-Behav,103,REPTILES,DINOSAUR,semantic,0,0,2,239.668873342373,y,y
92,young,cMAPLab-Behav,104,COMEDIAN,CRITICAL,semantic,1,0,4,241.984247500062,y,y
92,young,cMAPLab-Behav,105,RATTLE,INFANT,semantic,0,1,4,244.414268296699,y,y
92,young,cMAPLab-Behav,106,FACE,FATE,phonetic,0,1,6,246.06765470999,y,y
92,young,cMAPLab-Behav,107,COD,COP,phonetic,0,1,6,247.505645198191,y,y
92,young,cMAPLab-Behav,108,CANVAS,,semantic,1,0,2,249.22421108136,y,y
92,young,cMAPLab-Behav,109,MIME,MIRE,phonetic,0,1,6,250.597061015866,y,y
92,young,cMAPLab-Behav,110,COG,COP,phonetic,0,1,6,262.967304849255,y,y
92,young,cMAPLab-Behav,111,TOP,COP,phonetic,0,0,4,264.911301900178,y,y
