SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Studied,New,RT,Credit,Lab
104,old,cMAPLab-Behav,1,HOUSECOAT,,semantic,1,0,1,1.293757494,n,n
104,old,cMAPLab-Behav,2,TORTILLA,,semantic,1,0,1,2.120749422,n,n
104,old,cMAPLab-Behav,3,GAZETTE,,semantic,1,0,1,2.857572824,n,n
104,old,cMAPLab-Behav,4,JASMINE,,semantic,1,0,1,3.549279247,n,n
104,old,cMAPLab-Behav,5,COMEDIAN,CRITICAL,semantic,1,0,6,5.859799999,n,n
104,old,cMAPLab-Behav,6,MINE,MIRE,phonetic,0,0,6,6.957533994,n,n
104,old,cMAPLab-Behav,7,SCISSORS,,semantic,1,0,1,8.080243741,n,n
104,old,cMAPLab-Behav,8,MOON,BOON,phonetic,0,0,6,11.99704155,n,n
104,old,cMAPLab-Behav,9,HAT,CAT,phonetic,0,1,1,13.79641445,n,n
104,old,cMAPLab-Behav,10,OPOSSUM,,semantic,1,0,1,16.88882726,n,n
104,old,cMAPLab-Behav,11,CASTLE,CRITICAL,semantic,1,0,1,18.66814575,n,n
104,old,cMAPLab-Behav,12,LULLABY,INFANT,semantic,0,0,1,19.97139055,n,n
104,old,cMAPLab-Behav,13,RAT,CAT,phonetic,0,1,6,20.92924356,n,n
104,old,cMAPLab-Behav,14,FUR,,phonetic,1,0,1,21.97127038,n,n
104,old,cMAPLab-Behav,15,DACHSHUND,,semantic,1,0,6,23.35456776,n,n
104,old,cMAPLab-Behav,16,TEAM,TEAL,phonetic,0,0,6,26.04324603,n,n
104,old,cMAPLab-Behav,17,WOOD,,phonetic,1,0,1,27.83249957,n,n
104,old,cMAPLab-Behav,18,PUNSTER,COMEDIAN,semantic,0,1,6,29.26095156,n,n
104,old,cMAPLab-Behav,19,COW,,phonetic,1,0,1,30.38866133,n,n
104,old,cMAPLab-Behav,20,TEAS,TEAL,phonetic,0,1,1,31.86229659,n,n
104,old,cMAPLab-Behav,21,MIRE,CRITICAL,phonetic,1,0,6,33.1153055,n,n
104,old,cMAPLab-Behav,22,BAGEL,,semantic,1,0,1,34.3181106,n,n
104,old,cMAPLab-Behav,23,LOUD,,phonetic,1,0,1,35.23029112,n,n
104,old,cMAPLab-Behav,24,SYNOPSIS,,semantic,1,0,1,36.18271861,n,n
104,old,cMAPLab-Behav,25,LEST,WEST,phonetic,0,0,1,38.16252435,n,n
104,old,cMAPLab-Behav,26,BOUT,,phonetic,1,0,1,39.74295498,n,n
104,old,cMAPLab-Behav,27,INVITATION,,semantic,1,0,1,41.28687968,n,n
104,old,cMAPLab-Behav,28,GOON,BOON,phonetic,0,1,6,42.69525203,n,n
104,old,cMAPLab-Behav,29,ROBE,ROLE,phonetic,0,1,6,44.31902576,n,n
104,old,cMAPLab-Behav,30,SPARKLE,DIAMOND,semantic,0,0,1,45.35657042,n,n
104,old,cMAPLab-Behav,31,COIN,,phonetic,1,0,1,46.34408404,n,n
104,old,cMAPLab-Behav,32,TEAT,TEAL,phonetic,0,1,6,47.21354027,n,n
104,old,cMAPLab-Behav,33,LOTTERY,GAMBLER,semantic,0,1,6,48.18594305,n,n
104,old,cMAPLab-Behav,34,DERANGED,LUNATIC,semantic,0,1,6,49.21344405,n,n
104,old,cMAPLab-Behav,35,RIP,SIP,phonetic,0,0,1,50.16071413,n,n
104,old,cMAPLab-Behav,36,WIRE,MIRE,phonetic,0,1,6,51.05286804,n,n
104,old,cMAPLab-Behav,37,STAKES,GAMBLER,semantic,0,0,1,51.96494679,n,n
104,old,cMAPLab-Behav,38,GLITTERING,DIAMOND,semantic,0,1,6,52.90220571,n,n
104,old,cMAPLab-Behav,39,AMPHIBIANS,DINOSAUR,semantic,0,0,6,54.40020647,n,n
104,old,cMAPLab-Behav,40,PHYSIQUE,FITNESS,semantic,0,0,1,55.55293903,n,n
104,old,cMAPLab-Behav,41,MAGICIAN,CRITICAL,semantic,1,0,6,56.67072145,n,n
104,old,cMAPLab-Behav,42,BOOK,,phonetic,1,0,1,58.34978883,n,n
104,old,cMAPLab-Behav,43,PRICELESS,DIAMOND,semantic,0,1,6,59.56262947,n,n
104,old,cMAPLab-Behav,44,MOP,COP,phonetic,0,0,1,61.04625195,n,n
104,old,cMAPLab-Behav,45,YAW,,phonetic,1,0,1,62.48465738,n,n
104,old,cMAPLab-Behav,46,LUNATIC,CRITICAL,semantic,1,0,6,63.87292913,n,n
104,old,cMAPLab-Behav,47,BOON,CRITICAL,phonetic,1,0,1,65.16102631,n,n
104,old,cMAPLab-Behav,48,PULL,,phonetic,1,0,1,66.45914151,n,n
104,old,cMAPLab-Behav,49,PACIFIER,INFANT,semantic,0,0,6,67.59188424,n,n
104,old,cMAPLab-Behav,50,RATE,FATE,phonetic,0,1,6,68.74612468,n,n
104,old,cMAPLab-Behav,51,STATIONER,,semantic,1,0,1,69.8037584,n,n
104,old,cMAPLab-Behav,52,RAW,,phonetic,1,0,1,70.75891341,n,n
104,old,cMAPLab-Behav,53,BABBLE,INFANT,semantic,0,1,6,71.88365703,n,n
104,old,cMAPLab-Behav,54,NULL,,phonetic,1,0,1,73.06265256,n,n
104,old,cMAPLab-Behav,55,SCHOOLYARD,,semantic,1,0,1,74.2142771,n,n
104,old,cMAPLab-Behav,56,NEST,WEST,phonetic,0,1,6,75.11147166,n,n
104,old,cMAPLab-Behav,57,NOW,,phonetic,1,0,1,76.24417376,n,n
104,old,cMAPLab-Behav,58,TOWERS,CASTLE,semantic,0,0,1,78.32921397,n,n
104,old,cMAPLab-Behav,59,ROTE,ROLE,phonetic,0,1,6,80.15859515,n,n
104,old,cMAPLab-Behav,60,COB,COP,phonetic,0,0,1,81.96797922,n,n
104,old,cMAPLab-Behav,61,JUGGLING,MAGICIAN,semantic,0,0,1,83.38135031,n,n
104,old,cMAPLab-Behav,62,SUN,BUN,phonetic,0,1,6,84.5459171,n,n
104,old,cMAPLab-Behav,63,FRAGILE,BUTTERFLY,semantic,0,1,6,86.39816318,n,n
104,old,cMAPLab-Behav,64,WINGS,BUTTERFLY,semantic,0,0,6,87.56857801,n,n
104,old,cMAPLab-Behav,65,WIZARD,MAGICIAN,semantic,0,1,6,88.41565643,n,n
104,old,cMAPLab-Behav,66,THRONE,CASTLE,semantic,0,1,6,89.29290349,n,n
104,old,cMAPLab-Behav,67,LINGUISTICS,,semantic,1,0,6,90.57603015,n,n
104,old,cMAPLab-Behav,68,MONOXIDE,,semantic,1,0,1,91.66366061,n,n
104,old,cMAPLab-Behav,69,TOY,,phonetic,1,0,6,92.76129966,n,n
104,old,cMAPLab-Behav,70,ENCHANTED,MAGICIAN,semantic,0,0,1,94.14956628,n,n
104,old,cMAPLab-Behav,71,DINOSAUR,CRITICAL,semantic,1,0,1,95.17718787,n,n
104,old,cMAPLab-Behav,72,ROLE,CRITICAL,phonetic,1,0,6,96.12057623,n,n
104,old,cMAPLab-Behav,73,BUM,BUN,phonetic,0,0,6,97.39360406,n,n
104,old,cMAPLab-Behav,74,BOOS,BOON,phonetic,0,0,1,98.3397969,n,n
104,old,cMAPLab-Behav,75,CAMOUFLAGE,BUTTERFLY,semantic,0,0,1,99.99994483,n,n
104,old,cMAPLab-Behav,76,DIAMOND,CRITICAL,semantic,1,0,1,101.2782348,n,n
104,old,cMAPLab-Behav,77,SLIGHT,BUTTERFLY,semantic,0,1,1,102.3608383,n,n
104,old,cMAPLab-Behav,78,BRONTOSAURUS,DINOSAUR,semantic,0,0,1,103.4184656,n,n
104,old,cMAPLab-Behav,79,BIRD,,phonetic,1,0,1,104.3857799,n,n
104,old,cMAPLab-Behav,80,TOON,BOON,phonetic,0,1,6,105.2253005,n,n
104,old,cMAPLab-Behav,81,MANSION,CASTLE,semantic,0,1,6,106.0974222,n,n
104,old,cMAPLab-Behav,82,BUR,,phonetic,1,0,1,107.144967,n,n
104,old,cMAPLab-Behav,83,HARDNESS,DIAMOND,semantic,0,0,1,108.1574225,n,n
104,old,cMAPLab-Behav,84,VEAL,TEAL,phonetic,0,0,1,109.0646073,n,n
104,old,cMAPLab-Behav,85,JOY,,phonetic,1,0,6,111.1295739,n,n
104,old,cMAPLab-Behav,86,JACKPOT,GAMBLER,semantic,0,0,1,112.1872037,n,n
104,old,cMAPLab-Behav,87,HIRE,MIRE,phonetic,0,0,1,113.510373,n,n
104,old,cMAPLab-Behav,88,MONOLOGUE,COMEDIAN,semantic,0,0,1,114.5281429,n,n
104,old,cMAPLab-Behav,89,BARBELLS,FITNESS,semantic,0,1,6,115.4401921,n,n
104,old,cMAPLab-Behav,90,RANTING,LUNATIC,semantic,0,0,6,116.7334317,n,n
104,old,cMAPLab-Behav,91,MAMMOTH,DINOSAUR,semantic,0,1,1,118.8184484,n,n
104,old,cMAPLab-Behav,92,APARTMENT,,semantic,1,0,1,119.9211431,n,n
104,old,cMAPLab-Behav,93,SWEATING,FITNESS,semantic,0,1,6,120.973773,n,n
104,old,cMAPLab-Behav,94,UNDERGROWTH,,semantic,1,0,1,122.1565916,n,n
104,old,cMAPLab-Behav,95,DIP,SIP,phonetic,0,0,1,123.1790952,n,n
104,old,cMAPLab-Behav,96,BUD,BUN,phonetic,0,1,1,124.2466768,n,n
104,old,cMAPLab-Behav,97,IMPROVISATION,COMEDIAN,semantic,0,1,6,125.5147264,n,n
104,old,cMAPLab-Behav,98,CAT,CRITICAL,phonetic,1,0,1,126.8327117,n,n
104,old,cMAPLab-Behav,99,FEUDAL,CASTLE,semantic,0,0,1,128.3014996,n,n
104,old,cMAPLab-Behav,100,GAMBLER,CRITICAL,semantic,1,0,1,129.5306356,n,n
104,old,cMAPLab-Behav,101,ARTIFACTS,DINOSAUR,semantic,0,1,6,130.4978832,n,n
104,old,cMAPLab-Behav,102,CAB,CAT,phonetic,0,0,1,131.590426,n,n
104,old,cMAPLab-Behav,103,NIP,SIP,phonetic,0,1,6,132.7481804,n,n
104,old,cMAPLab-Behav,104,WEST,CRITICAL,phonetic,1,0,1,133.800841,n,n
104,old,cMAPLab-Behav,105,PAUPER,,semantic,1,0,1,134.7731082,n,n
104,old,cMAPLab-Behav,106,WARMHEARTED,,semantic,1,0,1,136.306734,n,n
104,old,cMAPLab-Behav,107,FOIL,,phonetic,1,0,1,137.2841312,n,n
104,old,cMAPLab-Behav,108,STORK,INFANT,semantic,0,1,6,138.1762103,n,n
104,old,cMAPLab-Behav,109,DOLE,ROLE,phonetic,0,0,6,139.1384834,n,n
104,old,cMAPLab-Behav,110,BIOLOGIST,,semantic,1,0,1,140.0706628,n,n
104,old,cMAPLab-Behav,111,POLE,ROLE,phonetic,0,0,1,141.0880932,n,n
104,old,cMAPLab-Behav,112,FATE,CRITICAL,phonetic,1,0,1,142.1155428,n,n
104,old,cMAPLab-Behav,113,SPELLS,MAGICIAN,semantic,0,1,1,143.4436445,n,n
104,old,cMAPLab-Behav,114,BUN,CRITICAL,phonetic,1,0,6,144.3321416,n,n
104,old,cMAPLab-Behav,115,FITNESS,CRITICAL,semantic,1,0,6,145.3846004,n,n
104,old,cMAPLab-Behav,116,FUN,BUN,phonetic,0,0,1,146.4370502,n,n
104,old,cMAPLab-Behav,117,GATE,FATE,phonetic,0,0,1,147.4545182,n,n
104,old,cMAPLab-Behav,118,VEST,WEST,phonetic,0,0,1,148.5370238,n,n
104,old,cMAPLab-Behav,119,SIX,SIP,phonetic,0,1,6,149.4139903,n,n
104,old,cMAPLab-Behav,120,SIP,CRITICAL,phonetic,1,0,6,150.3311422,n,n
104,old,cMAPLab-Behav,121,BOP,COP,phonetic,0,1,6,151.3083744,n,n
104,old,cMAPLab-Behav,122,TEAL,CRITICAL,phonetic,1,0,1,152.3206636,n,n
104,old,cMAPLab-Behav,123,BICEPS,FITNESS,semantic,0,0,6,153.3581194,n,n
104,old,cMAPLab-Behav,124,HALLUCINATION,LUNATIC,semantic,0,0,1,154.4607319,n,n
104,old,cMAPLab-Behav,125,FAT,CAT,phonetic,0,0,1,155.5633355,n,n
104,old,cMAPLab-Behav,126,FAME,FATE,phonetic,0,0,6,156.5406164,n,n
104,old,cMAPLab-Behav,127,INFANT,CRITICAL,semantic,1,0,1,157.5981343,n,n
104,old,cMAPLab-Behav,128,REST,WEST,phonetic,0,1,6,161.2549508,n,n
104,old,cMAPLab-Behav,129,SAW,,phonetic,1,0,1,162.6133931,n,n
104,old,cMAPLab-Behav,130,HONEYCOMB,,semantic,1,0,1,163.7058858,n,n
104,old,cMAPLab-Behav,131,BLACKJACK,GAMBLER,semantic,0,1,1,165.4850884,n,n
104,old,cMAPLab-Behav,132,BUTTERFLY,CRITICAL,semantic,1,0,6,166.9337535,n,n
104,old,cMAPLab-Behav,133,CON,COP,phonetic,0,1,6,168.2422117,n,n
104,old,cMAPLab-Behav,134,LAWN,,phonetic,1,0,1,169.3748484,n,n
104,old,cMAPLab-Behav,135,CONVENIENCE,,semantic,1,0,1,170.768124,n,n
104,old,cMAPLab-Behav,136,PERK,,phonetic,1,0,1,171.860654,n,n
104,old,cMAPLab-Behav,137,BUFFOON,COMEDIAN,semantic,0,0,6,172.7928406,n,n
104,old,cMAPLab-Behav,138,FAKE,FATE,phonetic,0,1,1,174.4721004,n,n
104,old,cMAPLab-Behav,139,MOORING,,semantic,1,0,1,175.6348514,n,n
104,old,cMAPLab-Behav,140,PICCOLO,,semantic,1,0,1,176.5369661,n,n
104,old,cMAPLab-Behav,141,PSYCHOPATH,LUNATIC,semantic,0,1,6,177.4589764,n,n
104,old,cMAPLab-Behav,142,JARGON,,semantic,1,0,1,178.5114981,n,n
104,old,cMAPLab-Behav,143,COP,CRITICAL,phonetic,1,0,6,179.5240251,n,n
104,old,cMAPLab-Behav,144,MILE,MIRE,phonetic,0,1,6,180.4762807,n,n
