SubNum,Group,TrialNum,Word,List,Type,NoList,Pleasantness,RT
85,young,1,BIOLOGIST,,semantic,1,3,2.01222653234436
85,young,2,MECHANICAL,,semantic,1,3,4.04172453447245
85,young,3,HONEYCOMB,,semantic,1,1,7.69055881990062
85,young,4,OPOSSUM,,semantic,1,4,11.25597855878
85,young,5,PAUPER,,semantic,1,2,14.1050283760269
85,young,6,JARGON,,semantic,1,3,17.8537896512134
85,young,7,TRIBESMAN,,semantic,1,,NA
85,young,8,UNDERGROWTH,,semantic,1,3,22.2689739145862
85,young,9,APARTMENT,,semantic,1,1,26.3342721252557
85,young,10,INVITATION,,semantic,1,1,28.1503315784503
85,young,11,TEST,WEST,phonetic,0,5,31.2826237966801
85,young,12,MIME,MIRE,phonetic,0,4,34.364932692959
85,young,13,MIKE,MIRE,phonetic,0,5,37.7804337228008
85,young,14,REPTILES,DINOSAUR,semantic,0,4,41.2792695244134
85,young,15,SPARKLE,DIAMOND,semantic,0,1,43.1783703088586
85,young,16,COSMONAUT,ASTRONAUT,semantic,0,4$,46.9107171098294
85,young,17,RATTLE,INFANT,semantic,0,3#,50.1596652259032
85,young,18,CRADLE,INFANT,semantic,0,1!,52.6085592257732
85,young,19,RUBIES,DIAMOND,semantic,0,2@,55.4909553611215
85,young,20,BEST,WEST,phonetic,0,1!,58.0903264933877
85,young,21,LATE,FATE,phonetic,0,5%,61.1393137970736
85,young,22,PEST,WEST,phonetic,0,5%,64.1382981850038
85,young,23,HIRE,MIRE,phonetic,0,1!,68.5035061242379
85,young,24,SPACEMAN,ASTRONAUT,semantic,0,2@,70.4695113445778
85,young,25,SIS,SIP,phonetic,0,5%,73.3852113448083
85,young,26,EXTINCTION,DINOSAUR,semantic,0,5%,75.9843786082347
85,young,27,BETTOR,GAMBLER,semantic,0,5%,78.9666504162597
85,young,28,PACIFIER,INFANT,semantic,0,3#,82.4488445488387
85,young,29,METAMORPHOSIS,BUTTERFLY,semantic,0,3#,85.6144807525852
85,young,30,LOON,BOON,phonetic,0,2@,88.5134387822036
85,young,31,WENT,WEST,phonetic,0,2@,91.4458555610327
85,young,32,GLACIERS,DINOSAUR,semantic,0,1!,95.1612579220819
85,young,33,DIP,SIP,phonetic,0,3#,97.493811391003
85,young,34,CARAT,DIAMOND,semantic,0,2@,101.025975316472
85,young,35,MONOLOGUE,COMEDIAN,semantic,0,2@,103.125282302368
85,young,36,CLOWN,COMEDIAN,semantic,0,4$,106.107609159633
85,young,37,PEAL,TEAL,phonetic,0,1!,109.073278486248
85,young,38,JOKER,COMEDIAN,semantic,0,3#,112.921988211063
85,young,39,COON,BOON,phonetic,0,1!,115.287855808288
85,young,40,LIP,SIP,phonetic,0,4$,118.086936299151
85,young,41,BUFFOON,COMEDIAN,semantic,0,2@,120.91931878883
85,young,42,BOOT,BOON,phonetic,0,2@,124.268187829919
85,young,43,RHINESTONES,DIAMOND,semantic,0,2@,127.117252109252
85,young,44,EMERALD,DIAMOND,semantic,0,1!,130.432840144902
85,young,45,FORTRESS,CASTLE,semantic,0,2@,133.065246427053
85,young,46,DIRE,MIRE,phonetic,0,4$,136.597389825693
85,young,47,MAT,CAT,phonetic,0,1!,139.179817917597
85,young,48,HARDNESS,DIAMOND,semantic,0,3#,142.362147573993
85,young,49,BAT,CAT,phonetic,0,2@,144.877989862536
85,young,50,WEPT,WEST,phonetic,0,5%,148.210122064716
85,young,51,LEST,WEST,phonetic,0,5%,150.859326299789
85,young,52,GUN,BUN,phonetic,0,5%,154.124862435187
85,young,53,INSANITY,LUNATIC,semantic,0,5%,156.807331814038
85,young,54,TEETHING,INFANT,semantic,0,2@,160.172843923705
85,young,55,VEST,WEST,phonetic,0,2@,163.188533427267
85,young,56,POP,COP,phonetic,0,5%,166.120862033975
85,young,57,STRONGHOLD,CASTLE,semantic,0,2@,169.336448436821
85,young,58,HIGHCHAIR,INFANT,semantic,0,4$,171.835621998238
85,young,59,SKELETONS,DINOSAUR,semantic,0,,NA
85,young,60,WAGER,GAMBLER,semantic,0,2@,178.450097152599
85,young,61,HEAL,TEAL,phonetic,0,,NA
85,young,62,TEAM,TEAL,phonetic,0,1!,184.431418194712
85,young,63,REAL,TEAL,phonetic,0,1!,186.564051438399
85,young,64,BRONTOSAURUS,DINOSAUR,semantic,0,5%,190.096199502223
85,young,65,SIT,SIP,phonetic,0,2@,193.811625655755
85,young,66,BOOS,BOON,phonetic,0,4$,195.927567312872
85,young,67,FIRE,MIRE,phonetic,0,3#,199.809603762013
85,young,68,MOON,BOON,phonetic,0,1!,202.442069292083
85,young,69,MINE,MIRE,phonetic,0,2@,205.541010060493
85,young,70,STROLLER,INFANT,semantic,0,3#,208.739953861266
85,young,71,MICE,MIRE,phonetic,0,4$,211.17241985786
85,young,72,COCOON,BUTTERFLY,semantic,0,2@,214.004866260642
85,young,73,EXERTION,FITNESS,semantic,0,4$,217.620382219102
85,young,74,AMPHIBIANS,DINOSAUR,semantic,0,2@,220.635967222377
85,young,75,DRAGONFLY,BUTTERFLY,semantic,0,2@,223.018489084629
85,young,76,COMIC,COMEDIAN,semantic,0,4$,225.650956014244
85,young,77,HUMORIST,COMEDIAN,semantic,0,5%,229.099823422526
85,young,78,MOLE,ROLE,phonetic,0,5%,232.215447846669
85,young,79,TIRE,MIRE,phonetic,0,2@,235.847554623557
85,young,80,CATERPILLAR,BUTTERFLY,semantic,0,1!,239.463035593071
85,young,81,DEAL,TEAL,phonetic,0,1!,240.812559160462
85,young,82,SLAPSTICK,COMEDIAN,semantic,0,3#,244.228095645754
85,young,83,NUN,BUN,phonetic,0,3#,247.193765438875
85,young,84,SWAMPS,DINOSAUR,semantic,0,5%,250.442662704372
85,young,85,FLUTTER,BUTTERFLY,semantic,0,1!,252.941830201045
85,young,86,PRECIOUS,DIAMOND,semantic,0,3#,255.657599712635
85,young,87,WINGS,BUTTERFLY,semantic,0,3#,259.439678848255
85,young,88,BRILLIANCE,DIAMOND,semantic,0,1!,261.788861856709
85,young,89,RIP,SIP,phonetic,0,5%,265.004488380175
85,young,90,NOON,BOON,phonetic,0,1!,268.403332345872
85,young,91,SIN,SIP,phonetic,0,5%,271.185749707845
85,young,92,MADMAN,LUNATIC,semantic,0,3#,273.868159372258
85,young,93,WORKOUT,FITNESS,semantic,0,1!,277.01717443383
85,young,94,LULLABY,INFANT,semantic,0,1!,280.282690042382
85,young,95,CAMOUFLAGE,BUTTERFLY,semantic,0,1!,283.348076425158
85,young,96,FOSSILS,DINOSAUR,semantic,0,5%,286.596991418381
85,young,97,HIP,SIP,phonetic,0,5%,289.146131507063
85,young,98,HOP,COP,phonetic,0,1!,292.26201811494
85,young,99,VEAL,TEAL,phonetic,0,,NA
85,young,100,LAMPOON,COMEDIAN,semantic,0,1!,298.343338457271
85,young,101,TIP,SIP,phonetic,0,3#,300.742521115826
85,young,102,DIAPERS,INFANT,semantic,0,3#,303.458268700997
