SubNum,Group,TrialNum,Word,List,Type,NoList,Pleasantness,RT
85,young,103,MEAL,TEAL,phonetic,0,1!,306.973781160559
85,young,104,WELT,WEST,phonetic,0,1!,310.872459278718
85,young,105,MATE,FATE,phonetic,0,1!,312.705204720245
85,young,106,SOON,BOON,phonetic,0,5%,317.203716291086
85,young,107,MONARCH,BUTTERFLY,semantic,0,5%,319.43626392851
85,young,108,SEAL,TEAL,phonetic,0,1!,322.002075543438
85,young,109,BOOM,BOON,phonetic,0,5%,325.201014212507
85,young,110,HOLE,ROLE,phonetic,0,1!,327.900114063916
85,young,111,STOREROOM,,semantic,1,3#,331.015739421098
85,young,112,BAGEL,,semantic,1,1!,334.397908128405
85,young,113,SABLE,,semantic,1,1!,336.330646338873
85,young,114,BISON,,semantic,1,1!,339.929418927146
85,young,115,MONOXIDE,,semantic,1,5%,343.161695050469
85,young,116,CARPORT,,semantic,1,5%,346.260650280965
85,young,117,GAZETTE,,semantic,1,5%,348.976116088612
85,young,118,MOORING,,semantic,1,3#,352.558518055463
85,young,119,PODIUM,,semantic,1,3#,354.557867261319
85,young,120,HOUSECOAT,,semantic,1,3#,358.773130366433
