SubNum,Group,Hostname,TrialNum,Word,List,Type,NoList,Pleasantness,RT,Credit,Lab
96,old,CC8,1,INDUSTRY,,semantic,1,,,n,y
96,old,CC8,2,DACHSHUND,,semantic,1,3,3.041106649,n,y
96,old,CC8,3,MOORING,,semantic,1,,,n,y
96,old,CC8,4,STATIONER,,semantic,1,1,9.433430458,n,y
96,old,CC8,5,PAUPER,,semantic,1,2,14.26646833,n,y
96,old,CC8,6,SCHOOLYARD,,semantic,1,2,16.91905114,n,y
96,old,CC8,7,TRIPLICATE,,semantic,1,,,n,y
96,old,CC8,8,PURPLE,,semantic,1,5,23.60611745,n,y
96,old,CC8,9,WARMHEARTED,,semantic,1,1,26.46009848,n,y
96,old,CC8,10,PICCOLO,,semantic,1,3,28.43218926,n,y
96,old,CC8,11,FAT,CAT,phonetic,0,5,31.8000265,n,y
96,old,CC8,12,SAT,CAT,phonetic,0,3,35.06372477,n,y
96,old,CC8,13,SKELETONS,DINOSAUR,semantic,0,4,37.65382824,n,y
96,old,CC8,14,FAME,FATE,phonetic,0,2,40.6952799,n,y
96,old,CC8,15,MAMMOTH,DINOSAUR,semantic,0,3,43.60482704,n,y
96,old,CC8,16,EMBALMING,PYRAMID,semantic,0,5,47.49345215,n,y
96,old,CC8,17,GOBLIN,PHANTOM,semantic,0,4,50.04886688,n,y
96,old,CC8,18,DOLE,ROLE,phonetic,0,3,53.18753401,n,y
96,old,CC8,19,VAULT,PYRAMID,semantic,0,3,56.59706531,n,y
96,old,CC8,20,BECKON,PHANTOM,semantic,0,2,59.32602035,n,y
96,old,CC8,21,TOMBS,PYRAMID,semantic,0,2,61.80501998,n,y
96,old,CC8,22,GLACIERS,DINOSAUR,semantic,0,3,64.8395569,n,y
96,old,CC8,23,GLOOMY,PHANTOM,semantic,0,4,67.92269385,n,y
96,old,CC8,24,ROPE,ROLE,phonetic,0,3,71.17945805,n,y
96,old,CC8,25,HOLDUP,ROBBERY,semantic,0,5,74.11673422,n,y
96,old,CC8,26,MUGGING,ROBBERY,semantic,0,5,76.74156748,n,y
96,old,CC8,27,DEMENTED,LUNATIC,semantic,0,5,79.86639698,n,y
96,old,CC8,28,BOOTY,ROBBERY,semantic,0,3,83.67862631,n,y
96,old,CC8,29,RABBIT,MAGICIAN,semantic,0,2,86.35900244,n,y
96,old,CC8,30,CAB,CAT,phonetic,0,3,88.67828462,n,y
96,old,CC8,31,STROLLER,INFANT,semantic,0,3,92.15029344,n,y
96,old,CC8,32,BUM,BUN,phonetic,0,4,94.5181974,n,y
96,old,CC8,33,CAP,CAT,phonetic,0,3,98.0319389,n,y
96,old,CC8,34,HAT,CAT,phonetic,0,3,100.4344839,n,y
96,old,CC8,35,NUTRITION,FITNESS,semantic,0,2,104.2606227,n,y
96,old,CC8,36,STORK,INFANT,semantic,0,2,106.7535285,n,y
96,old,CC8,37,SOLE,ROLE,phonetic,0,3,109.7394431,n,y
96,old,CC8,38,PEAL,TEAL,phonetic,0,3,113.1072785,n,y
96,old,CC8,39,CATACOMBS,PYRAMID,semantic,0,4,116.364037,n,y
96,old,CC8,40,MEAL,TEAL,phonetic,0,2,118.8638439,n,y
96,old,CC8,41,HIGHCHAIR,INFANT,semantic,0,2,122.2872476,n,y
96,old,CC8,42,FUN,BUN,phonetic,0,1,124.5926568,n,y
96,old,CC8,43,FACE,FATE,phonetic,0,2,127.7035632,n,y
96,old,CC8,44,ARTIFACTS,DINOSAUR,semantic,0,2,130.7866917,n,y
96,old,CC8,45,BANDIT,ROBBERY,semantic,0,4,133.6128876,n,y
96,old,CC8,46,TEAS,TEAL,phonetic,0,3,136.7307519,n,y
96,old,CC8,47,TRIANGULAR,PYRAMID,semantic,0,3,140.2097,n,y
96,old,CC8,48,PUN,BUN,phonetic,0,2,142.4873352,n,y
96,old,CC8,49,SUN,BUN,phonetic,0,2,145.4177041,n,y
96,old,CC8,50,LULLABY,INFANT,semantic,0,2,148.9799636,n,y
96,old,CC8,51,TWISTER,TORNADO,semantic,0,3,151.7159088,n,y
96,old,CC8,52,FAKE,FATE,phonetic,0,4,154.6809943,n,y
96,old,CC8,53,WALLET,ROBBERY,semantic,0,2,158.4377149,n,y
96,old,CC8,54,WELT,WEST,phonetic,0,4,161.0000075,n,y
96,old,CC8,55,STICKUP,ROBBERY,semantic,0,5,163.4234782,n,y
96,old,CC8,56,BUD,BUN,phonetic,0,3,167.0343576,n,y
96,old,CC8,57,SEAL,TEAL,phonetic,0,3,169.9091858,n,y
96,old,CC8,58,BABBLE,INFANT,semantic,0,2,173.2214636,n,y
96,old,CC8,59,HIP,SIP,phonetic,0,2,175.8254582,n,y
96,old,CC8,60,BUT,BUN,phonetic,0,3,179.3668979,n,y
96,old,CC8,61,EGYPTIAN,PYRAMID,semantic,0,2,181.6306405,n,y
96,old,CC8,62,DATE,FATE,phonetic,0,3,185.6650935,n,y
96,old,CC8,63,GHOST,PHANTOM,semantic,0,3,188.2968784,n,y
96,old,CC8,64,MICE,MIRE,phonetic,0,4,190.3315885,n,y
96,old,CC8,65,REPTILES,DINOSAUR,semantic,0,4,193.8312437,n,y
96,old,CC8,66,MIKE,MIRE,phonetic,0,3,197.2407442,n,y
96,old,CC8,67,RUN,BUN,phonetic,0,3,200.1363936,n,y
96,old,CC8,68,TEAM,TEAL,phonetic,0,2,202.3445958,n,y
96,old,CC8,69,BOOKIE,GAMBLER,semantic,0,3,205.8235462,n,y
96,old,CC8,70,GATE,FATE,phonetic,0,3,208.6844565,n,y
96,old,CC8,71,AMPHIBIANS,DINOSAUR,semantic,0,2,212.0037061,n,y
96,old,CC8,72,STEALING,ROBBERY,semantic,0,4,214.9271153,n,y
96,old,CC8,73,PARANORMAL,PHANTOM,semantic,0,3,217.8991397,n,y
96,old,CC8,74,BEST,WEST,phonetic,0,1,220.3017602,n,y
96,old,CC8,75,VEAL,TEAL,phonetic,0,,,n,y
96,old,CC8,76,COON,BOON,phonetic,0,3,225.1417246,n,y
96,old,CC8,77,RAT,CAT,phonetic,0,3,230.5788874,n,y
96,old,CC8,78,SORCERER,MAGICIAN,semantic,0,2,233.6064597,n,y
96,old,CC8,79,FUNNEL,TORNADO,semantic,0,3,236.0576929,n,y
96,old,CC8,80,ROSE,ROLE,phonetic,0,1,238.8144603,n,y
96,old,CC8,81,JOGGING,FITNESS,semantic,0,3,242.4392374,n,y
96,old,CC8,82,RATE,FATE,phonetic,0,3,245.8348701,n,y
96,old,CC8,83,PAT,CAT,phonetic,0,3,248.7721496,n,y
96,old,CC8,84,PHARAOH,PYRAMID,semantic,0,2,251.1747703,n,y
96,old,CC8,85,FADE,FATE,phonetic,0,3,254.0148654,n,y
96,old,CC8,86,HAUNTING,PHANTOM,semantic,0,3,257.0493996,n,y
96,old,CC8,87,CAM,CAT,phonetic,0,3,260.7852682,n,y
96,old,CC8,88,APPARITION,PHANTOM,semantic,0,3,263.8128563,n,y
96,old,CC8,89,TEAT,TEAL,phonetic,0,3,265.7779988,n,y
96,old,CC8,90,MANIAC,LUNATIC,semantic,0,4,268.8541769,n,y
96,old,CC8,91,CRADLE,INFANT,semantic,0,2,271.3540283,n,y
96,old,CC8,92,ROTE,ROLE,phonetic,0,3,274.4024403,n,y
96,old,CC8,93,REAL,TEAL,phonetic,0,2,278.1869149,n,y
96,old,CC8,94,SWAMPS,DINOSAUR,semantic,0,3,281.1520297,n,y
96,old,CC8,95,SIS,SIP,phonetic,0,3,283.9018259,n,y
96,old,CC8,96,ROBE,ROLE,phonetic,0,3,286.7281038,n,y
96,old,CC8,97,COT,COP,phonetic,0,3,289.4709771,n,y
96,old,CC8,98,RATTLE,INFANT,semantic,0,3,292.9776381,n,y
96,old,CC8,99,TOP,COP,phonetic,0,2,296.5954537,n,y
96,old,CC8,100,HATE,FATE,phonetic,0,5,299.0814197,n,y
96,old,CC8,101,ROULETTE,GAMBLER,semantic,0,3,301.8798467,n,y
96,old,CC8,102,UNDERWORLD,PYRAMID,semantic,0,3,305.3240577,n,y
96,old,CC8,103,BRONTOSAURUS,DINOSAUR,semantic,0,2,307.8238988,n,y
96,old,CC8,104,ASSAILANT,ROBBERY,semantic,0,3,311.2958974,n,y
96,old,CC8,105,RODE,ROLE,phonetic,0,3,314.0873864,n,y
96,old,CC8,106,BUS,BUN,phonetic,0,3,316.5386356,n,y
96,old,CC8,107,PACIFIER,INFANT,semantic,0,2,319.8995107,n,y
96,old,CC8,108,POLE,ROLE,phonetic,0,3,322.3438092,n,y
96,old,CC8,109,BOOM,BOON,phonetic,0,3,325.2533717,n,y
96,old,CC8,110,SPOOKY,PHANTOM,semantic,0,3,329.0517166,n,y
96,old,CC8,111,TORTILLA,,semantic,1,2,331.5098836,n,y
96,old,CC8,112,APARTMENT,,semantic,1,2,334.3360785,n,y
96,old,CC8,113,BAGEL,,semantic,1,2,337.3150693,n,y
96,old,CC8,114,INFERNO,,semantic,1,3,341.2106251,n,y
96,old,CC8,115,PODIUM,,semantic,1,3,343.5924111,n,y
96,old,CC8,116,BISON,,semantic,1,3,346.3978012,n,y
96,old,CC8,117,JASMINE,,semantic,1,2,349.661478,n,y
96,old,CC8,118,HONEYCOMB,,semantic,1,2,352.3349034,n,y
96,old,CC8,119,THESAURUS,,semantic,1,2,355.9944107,n,y
96,old,CC8,120,HOUSECOAT,,semantic,1,3,359.0011419,n,y
